t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20070430133736000_1_S31134_I52241.nii.gzConfidences: 20.79,  1.50, 77.71
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4114_MR_MPRAGE_br_raw_20120127181302450_44_S138765_I281162.nii.gzConfidences: 57.27, 41.96,  0.77
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_019_S_5019_MR_MPRAGE_br_raw_20130515161809280_66_S189496_I372477.nii.gzConfidences: 61.03, 35.78,  3.19
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_003_S_0908_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20140113094236817_9_S210035_I404528.nii.gzConfidences:  3.50, 95.15,  1.35
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1015_MR_Axial_PD_T2_FSE__br_raw_20061031084413073_1_S21456_I28004.nii.gzConfidences:  9.68,  0.08, 90.23
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4604_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20160408091414498_8_S413719_I674989.nii.gzConfidences:  1.81, 96.80,  1.39
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_4646_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20130515153102891_17_S189458_I372423.nii.gzConfidences:  0.99, 98.31,  0.70
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4945_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130710113418157_4_S194390_I379682.nii.gzConfidences:  4.59, 89.22,  6.19
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_1412_MR_MPRAGE_br_raw_20080212172548859_98_S45602_I90253.nii.gzConfidences: 93.30,  0.70,  6.00
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_0029_MR_MPRAGE_br_raw_20051014123058512_23_S9904_I8022.nii.gzConfidences: 91.61,  3.90,  4.49
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20071015171153390_95_S41489_I77788.nii.gzConfidences:  5.78,  0.02, 94.20
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4706_MR_MPRAGE_br_raw_20140512121321040_42_S218387_I424467.nii.gzConfidences: 77.47, 20.69,  1.84
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_4920_MR_MPRAGE_br_raw_20131125131346542_16_S206703_I399446.nii.gzConfidences: 73.33, 24.53,  2.14
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4432_MR_MPRAGE_br_raw_20120501153838456_142_S148786_I301273.nii.gzConfidences: 94.63,  2.39,  2.99
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_051_S_1072_MR_MPRAGE_br_raw_20070705150742675_95_S34435_I58567.nii.gzConfidences: 89.70,  3.84,  6.47
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20070531084507104_1_S32856_I55617.nii.gzConfidences:  8.91,  0.23, 90.87
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20080215115651914_27_S45730_I90472.nii.gzConfidences:  0.80,  0.00, 99.20
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20080625142623335_1_S51819_I110069.nii.gzConfidences: 20.71,  0.21, 79.08
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_2389_MR_MPRAGE_br_raw_20121012131118435_25_S170658_I339821.nii.gzConfidences: 63.99, 32.57,  3.43
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0511_MR_Axial_PD_T2_FSE__br_raw_20071203103848805_1_S43228_I83963.nii.gzConfidences: 15.24,  0.47, 84.28
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_057_S_5199_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130819134933342_11_S198138_I385932.nii.gzConfidences: 14.24, 67.06, 18.70
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20071016100150194_11_S41527_I77849.nii.gzConfidences: 24.50,  0.67, 74.83
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1309_MR_Axial_PD_T2_FSE__br_raw_20080228143543349_1_S46325_I93572.nii.gzConfidences:  7.76,  0.08, 92.16
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20080225144642672_1_S46155_I92492.nii.gzConfidences: 21.22,  2.40, 76.38
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4029_MR_MPRAGE_br_raw_20120518144104434_51_S151023_I305272.nii.gzConfidences: 90.46,  3.17,  6.37
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_4236_MR_MPRAGE_br_raw_20111017153716788_164_S125458_I261159.nii.gzConfidences: 57.12, 40.75,  2.13
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_4619_MR_MPRAGE_br_raw_20120419073120435_94_S147630_I298388.nii.gzConfidences: 69.25, 29.06,  1.68
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20060814140706303_1_S17815_I20486.nii.gzConfidences:  3.22,  0.30, 96.48
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_0606_MR_Axial_PD_T2_FSE_-_48_slices__br_raw_20060725091106726_1_S17189_I19544.nii.gzConfidences:  8.25,  0.21, 91.54
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_005_S_0221_MR_Axial_PD_T2_FSE__br_raw_20080424162928270_1_S49278_I103933.nii.gzConfidences: 41.89,  1.78, 56.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_0029_MR_MPRAGE_br_raw_20051014123219304_63_S9905_I8023.nii.gzConfidences: 94.48,  1.74,  3.78
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20070227160038734_1_S27177_I41725.nii.gzConfidences: 21.77,  2.38, 75.85
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_023_S_1104_MR_MPRAGE_br_raw_20061116082948343_1_S22578_I29738.nii.gzConfidences: 90.63,  5.13,  4.24
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0913_MR_Axial_PD_T2_FSE__br_raw_20080121134436158_1_S44747_I87903.nii.gzConfidences: 17.99,  2.31, 79.70
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0178_MR_Axial_PD_T2_FSE__br_20060210134518011_1_S11570_I10996.nii.gzConfidences:  1.62,  0.01, 98.37
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20080813100440671_1_S55328_I116056.nii.gzConfidences:  6.72,  0.16, 93.12
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20061219111059851_1_S24230_I33682.nii.gzConfidences: 14.19,  0.23, 85.58
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_006_S_4960_MR_MPRAGE_br_raw_20130507152033334_34_S188811_I371401.nii.gzConfidences: 93.21,  0.77,  6.02
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20071214161204654_1_S43875_I85061.nii.gzConfidences:  0.12,  0.00, 99.88
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20080410161350916_1_S48616_I102185.nii.gzConfidences: 18.69,  0.20, 81.10
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20071030154807644_95_S42049_I79680.nii.gzConfidences:  3.28,  0.08, 96.63
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_4952_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20130516082213994_15_S189581_I372577.nii.gzConfidences:  1.44, 97.70,  0.85
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20100630103302843_71_S88434_I180706.nii.gzConfidences: 20.74,  3.26, 76.00
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_4591_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20130402160342189_35_S185714_I365192.nii.gzConfidences:  2.88, 94.58,  2.54
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20110617163409675_49_S112013_I240843.nii.gzConfidences:  5.51,  0.04, 94.45
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_003_S_1057_MR_MPRAGE_br_raw_20071024103335026_97_S41854_I78403.nii.gzConfidences: 80.85, 14.39,  4.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_024_S_4169_MR_MPRAGE_br_raw_20120229173221190_86_S142152_I287239.nii.gzConfidences: 93.59,  4.21,  2.20
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_4274_MR_MPRAGE_br_raw_20120123092754891_58_S138139_I280057.nii.gzConfidences: 63.01, 36.26,  0.72
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_109_S_4455_MR_AXIAL_T2-FSE_WITH_FAT_SAT__br_raw_20140218164424406_8_S212809_I414667.nii.gzConfidences:  8.58, 76.60, 14.81
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_4268_MR_MPRAGE_br_raw_20111102113957291_58_S127831_I264420.nii.gzConfidences: 92.45,  2.36,  5.19
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE_rpt__br_raw_20110118122947449_97_S97708_I212865.nii.gzConfidences:  7.00,  0.20, 92.80
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_023_S_4448_MR_MPRAGE_br_raw_20120126104250776_22_S138556_I280812.nii.gzConfidences: 53.73, 45.17,  1.10
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_4434_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20160204161325142_20_S366271_I621452.nii.gzConfidences:  4.63, 85.95,  9.42
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2116_MR_MPRAGE_br_raw_20110426095814195_114_S105120_I228927.nii.gzConfidences: 55.95, 43.16,  0.89
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20060926122133319_1_S19312_I25051.nii.gzConfidences: 14.00,  0.94, 85.06
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20070828091010787_1_S38552_I70555.nii.gzConfidences: 13.96,  1.25, 84.79
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4114_MR_MPRAGE_br_raw_20111109174341908_153_S128616_I265609.nii.gzConfidences: 57.51, 41.68,  0.82
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_4562_MR_MPRAGE_br_raw_20120417095419579_52_S147071_I297185.nii.gzConfidences: 83.53, 14.68,  1.79
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_137_S_4623_MR_MPRAGE_br_raw_20120716133851780_134_S157685_I316426.nii.gzConfidences: 53.51, 45.09,  1.40
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5118_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140422160342342_34_S216746_I421200.nii.gzConfidences:  6.45, 87.08,  6.46
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_2010_MR_MPRAGE_br_raw_20100625000702005_12_S88111_I180310.nii.gzConfidences: 53.80, 42.51,  3.69
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1283_MR_Axial_PD_T2_FSE__br_raw_20070821090038893_1_S37911_I69315.nii.gzConfidences:  7.70,  0.08, 92.22
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1018_MR_Axial_PD_T2_FSE__br_raw_20061129231927228_1_S23126_I30873.nii.gzConfidences: 12.10,  1.47, 86.43
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20080529141041640_1_S50759_I107769.nii.gzConfidences:  7.96,  0.03, 92.02
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_128_S_0522_MR_FSE_PD_T2__br_raw_20060521180939107_13_S14790_I15817.nii.gzConfidences:  1.01,  0.00, 98.99
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_4806_MR_MPRAGE_br_raw_20120924104804418_137_S168513_I336476.nii.gzConfidences: 51.19, 48.24,  0.57
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_0112_MR_Axial_PD_T2_FSE__br_raw_20060127120711372_1_S11193_I10418.nii.gzConfidences:  4.98,  0.06, 94.96
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_2304_MR_MPRAGE_br_raw_20130314110223664_123_S184444_I363249.nii.gzConfidences: 74.01, 23.71,  2.28
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4210_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20161005082214211_19_S503379_I781040.nii.gzConfidences:  5.49, 87.42,  7.09
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20071011131600343_15_S41273_I77458.nii.gzConfidences: 21.16,  0.59, 78.25
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_4094_MR_MPRAGE_br_raw_20110708124142124_10_S114032_I243881.nii.gzConfidences: 69.51, 26.57,  3.92
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_2324_MR_MPRAGE_br_raw_20110628170516462_158_S112893_I242257.nii.gzConfidences: 89.48,  5.60,  4.92
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1027_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20071120103514436_1_S42879_I82829.nii.gzConfidences: 23.19,  0.31, 76.50
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_0769_MR_MPRAGE_br_raw_20140707164802278_135_S224362_I434606.nii.gzConfidences: 94.29,  1.65,  4.06
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20100323144533949_17_S81554_I168512.nii.gzConfidences: 12.05,  0.91, 87.04
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_0689_MR_MPRAGE_br_raw_20070111081610281_1_S24938_I35972.nii.gzConfidences: 94.59,  2.29,  3.12
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4210_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130927130952162_21_S202360_I392374.nii.gzConfidences:  9.92, 77.54, 12.54
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20070103121005010_1_S24609_I35114.nii.gzConfidences:  3.23,  0.11, 96.65
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4114_MR_MPRAGE_br_raw_20130729120225230_153_S196806_I382924.nii.gzConfidences: 76.14, 22.54,  1.32
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_0769_MR_MPRAGE_br_raw_20080319102835031_98_S47270_I98972.nii.gzConfidences: 56.73, 42.64,  0.62
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_0256_MR_Axial_PD_T2_FSE__br_raw_20061009142516384_23_S19865_I25971.nii.gzConfidences: 20.03,  0.49, 79.48
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_131_S_0319_MR_Axial_PD_T2_FSE__br_raw_20060321155657259_1_S12321_I12193.nii.gzConfidences: 12.78,  1.15, 86.07
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_0754_MR_Axial_PD_T2_FSE__br_raw_20070313184349238_1_S28058_I44617.nii.gzConfidences: 11.87,  1.18, 86.95
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_019_S_4680_MR_MPRAGE_br_raw_20120712140629573_82_S157405_I316051.nii.gzConfidences: 59.05, 38.84,  2.11
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_4585_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20160525161233831_14_S447940_I715721.nii.gzConfidences:  6.64, 80.57, 12.79
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_4795_MR_MPRAGE_br_raw_20131206170743804_166_S207715_I400951.nii.gzConfidences: 66.52, 31.67,  1.81
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4194_MR_MPRAGE_br_raw_20120228153111434_4_S141972_I286944.nii.gzConfidences: 89.68,  2.98,  7.34
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_2245_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130122110030872_16_S180565_I355650.nii.gzConfidences: 11.82, 70.71, 17.47
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4817_MR_MPRAGE_br_raw_20130123123944983_69_S180711_I355852.nii.gzConfidences: 90.31,  1.87,  7.82
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0727_MR_Axial_PD_T2_FSE__br_raw_20070315160251281_1_S28175_I44866.nii.gzConfidences:  9.06,  0.28, 90.66
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20060615131558245_1_S15549_I17031.nii.gzConfidences:  1.34,  0.01, 98.65
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0579_MR_Axial_PD_T2_FSE__br_raw_20070110084231079_1_S24876_I35683.nii.gzConfidences: 13.51,  0.29, 86.21
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20091116094148754_95_S76465_I159284.nii.gzConfidences:  2.08,  0.01, 97.91
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20080907142308562_1_S56262_I117577.nii.gzConfidences: 19.35,  2.33, 78.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0874_MR_Axial_PD_T2_FSE__br_raw_20090506154752795_1_S67105_I143281.nii.gzConfidences: 12.04,  0.93, 87.03
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_0445_MR_MPRAGE_br_raw_20060620104230908_98_S15683_I17227.nii.gzConfidences: 92.82,  1.43,  5.75
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_5194_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150609154624416_38_S262434_I496373.nii.gzConfidences: 14.38, 70.50, 15.13
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_024_S_4169_MR_MPRAGE_br_raw_20121024155503963_5_S171970_I342013.nii.gzConfidences: 83.61, 13.53,  2.86
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_2274_MR_MPRAGE_br_raw_20110819154214417_23_S119770_I251937.nii.gzConfidences: 73.65, 24.85,  1.50
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4817_MR_MPRAGE_br_raw_20160726100308186_142_S487316_I761004.nii.gzConfidences: 91.26,  0.11,  8.63
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4194_MR_MPRAGE_br_raw_20110914155156945_86_S121594_I255288.nii.gzConfidences: 91.41,  1.84,  6.74
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4042_MR_MPRAGE_br_raw_20111208145152328_143_S132230_I270579.nii.gzConfidences: 88.37,  1.88,  9.75
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_0213_MR_MPRAGE_br_raw_20061122205152078_98_S22879_I30440.nii.gzConfidences: 93.09,  3.14,  3.77
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_128_S_4571_MR_MPRAGE_br_raw_20120310102847847_95_S143575_I289722.nii.gzConfidences: 67.44, 30.91,  1.66
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20080409214919271_1_S48529_I101814.nii.gzConfidences: 13.78,  1.41, 84.81
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_0672_MR_MPRAGE_br_raw_20060724092333840_1_S17131_I19462.nii.gzConfidences: 78.46, 19.08,  2.46
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20061122113436006_1_S22826_I30357.nii.gzConfidences: 10.40,  0.64, 88.96
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_032_S_0147_MR____________mprage__br_raw_20070221182552162_1_S26881_I41232.nii.gzConfidences: 78.79, 19.90,  1.30
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1402_MR_Axial_PD_T2_FSE__br_raw_20080523105810564_1_S50487_I106641.nii.gzConfidences:  3.45,  0.01, 96.54
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20080821235500628_1_S55662_I116610.nii.gzConfidences:  6.07,  0.16, 93.77
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4706_MR_MPRAGE_br_raw_20120510114704184_32_S149834_I302741.nii.gzConfidences: 63.30, 35.52,  1.18
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_128_S_0522_MR_FSE_PD_T2__br_raw_20060521181017592_97_S14789_I15816.nii.gzConfidences:  0.40,  0.00, 99.60
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_4795_MR_MPRAGE_br_raw_20141205140640986_95_S242482_I460666.nii.gzConfidences: 75.16, 22.86,  1.99
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4029_MR_MPRAGE_br_raw_20130426123811672_130_S188073_I368904.nii.gzConfidences: 88.33,  6.94,  4.73
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_5166_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130523112708966_15_S190404_I373668.nii.gzConfidences:  8.33, 84.77,  6.91
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_4072_MR_MPRAGE_br_raw_20130710151002667_166_S194448_I379761.nii.gzConfidences: 73.46, 24.71,  1.83
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20090714145531016_1_S69983_I148976.nii.gzConfidences: 13.89,  0.05, 86.06
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0579_MR_Axial_PD_T2_FSE__br_raw_20080819103722495_1_S55494_I116327.nii.gzConfidences:  6.82,  0.05, 93.13
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4024_MR_MPRAGE_br_raw_20110804161455996_19_S117504_I248872.nii.gzConfidences: 64.70, 32.49,  2.81
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0913_MR_Axial_PD_T2_FSE__br_raw_20070719130658441_95_S35317_I60886.nii.gzConfidences: 17.52,  2.85, 79.64
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_2363_MR_MPRAGE_br_raw_20120522172804393_105_S149062_I301642.nii.gzConfidences: 87.59,  9.97,  2.44
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20070327213909483_3_S29026_I47262.nii.gzConfidences: 29.85,  0.58, 69.57
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0969_MR_Axial_PD_T2_FSE__br_raw_20061019144433075_25_S20383_I26687.nii.gzConfidences: 20.11,  0.84, 79.05
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1121_MR_MPRAGE_br_raw_20081222145750472_137_S61064_I132087.nii.gzConfidences: 91.12,  5.76,  3.12
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20080721130359989_9_S53684_I113606.nii.gzConfidences: 10.39,  0.08, 89.53
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0511_MR_Axial_PD_T2_FSE__br_raw_20061208144101881_1_S23682_I32338.nii.gzConfidences: 13.24,  0.20, 86.56
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_0871_MR_Axial_PD_T2_FSE__br_raw_20061219112517328_1_S24244_I33715.nii.gzConfidences: 11.16,  0.06, 88.79
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_2233_MR_MPRAGE_br_raw_20101216170208621_162_S96673_I208975.nii.gzConfidences: 78.42, 15.40,  6.18
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_003_S_5130_MR_Axial_T2-FSE_WITH_Fat_Sat__br_raw_20170106124910526_34_S525410_I806654.nii.gzConfidences:  2.08, 96.41,  1.52
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20060305150140156_95_S11962_I11613.nii.gzConfidences:  3.44,  0.01, 96.54
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_4271_MR_MPRAGE_br_raw_20111011124558005_3_S125033_I260502.nii.gzConfidences: 50.71, 48.53,  0.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4590_MR_MPRAGE_br_raw_20140321150030934_131_S214640_I417560.nii.gzConfidences: 86.91,  3.95,  9.14
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20060629100302098_1_S15977_I17699.nii.gzConfidences:  9.28,  0.20, 90.52
